ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.07693279966294501,0.41441011571,0.458169233996,0.9764892449659963,0.167753789619,-0.071891586296,0.240316773186,-1.07971882557,-0.84754750441
